dt_id,dm_id,inv_id,descr,open_date
8,6,628,sample description sorry,47
1,3,467,sample description sorry,513
4,5,458,sample description sorry,633
6,1,920,sample description sorry,69
10,1,920,sample description sorry,283
11,7,11,sample description sorry,693
3,3,72,sample description sorry,473
2,5,855,sample description sorry,561
6,3,38,sample description sorry,265
9,7,995,sample description sorry,264
3,3,37,sample description sorry,332
10,4,943,sample description sorry,611
1,2,966,sample description sorry,154
3,1,165,sample description sorry,634
3,7,222,sample description sorry,682
1,7,3,sample description sorry,622
11,7,90,sample description sorry,601
6,5,382,sample description sorry,58
8,3,484,sample description sorry,80
8,6,404,sample description sorry,380
4,3,362,sample description sorry,17
2,4,247,sample description sorry,77
9,4,950,sample description sorry,673
9,4,73,sample description sorry,197
10,1,223,sample description sorry,457
2,3,548,sample description sorry,393
5,5,676,sample description sorry,561
8,4,297,sample description sorry,127
3,6,439,sample description sorry,441
3,7,465,sample description sorry,365
7,1,456,sample description sorry,174
11,3,454,sample description sorry,299
8,4,314,sample description sorry,672
8,6,989,sample description sorry,542
8,6,205,sample description sorry,514
8,5,905,sample description sorry,14
1,6,514,sample description sorry,94
6,5,790,sample description sorry,678
11,1,576,sample description sorry,422
4,6,460,sample description sorry,33
3,7,182,sample description sorry,467
5,1,512,sample description sorry,31
11,2,83,sample description sorry,90
10,2,481,sample description sorry,407
7,2,139,sample description sorry,395
2,4,538,sample description sorry,269
8,2,414,sample description sorry,175
2,5,404,sample description sorry,66
9,6,788,sample description sorry,499
11,1,973,sample description sorry,185
3,2,278,sample description sorry,315
9,1,548,sample description sorry,196
9,6,951,sample description sorry,464
9,6,571,sample description sorry,611
7,2,218,sample description sorry,694
10,7,554,sample description sorry,19
3,7,733,sample description sorry,675
7,1,419,sample description sorry,372
1,2,629,sample description sorry,227
5,1,282,sample description sorry,309
1,7,414,sample description sorry,611
11,1,17,sample description sorry,691
2,4,663,sample description sorry,156
6,4,458,sample description sorry,270
1,7,226,sample description sorry,496
1,4,288,sample description sorry,396
10,4,227,sample description sorry,179
3,2,612,sample description sorry,366
1,5,557,sample description sorry,35
9,1,491,sample description sorry,512
3,4,581,sample description sorry,40
3,6,474,sample description sorry,598
8,5,108,sample description sorry,480
10,3,47,sample description sorry,657
11,3,855,sample description sorry,476
5,1,533,sample description sorry,661
3,2,577,sample description sorry,157
8,2,456,sample description sorry,320
4,3,336,sample description sorry,306
7,7,248,sample description sorry,699
10,2,368,sample description sorry,642
2,7,127,sample description sorry,272
1,6,287,sample description sorry,598
1,5,102,sample description sorry,303
4,1,274,sample description sorry,294
1,2,501,sample description sorry,542
3,7,88,sample description sorry,114
3,6,185,sample description sorry,597
8,6,418,sample description sorry,517
1,5,157,sample description sorry,33
7,3,639,sample description sorry,450
9,6,1014,sample description sorry,395
9,1,22,sample description sorry,639
9,3,194,sample description sorry,82
6,2,301,sample description sorry,582
9,6,482,sample description sorry,481
11,7,134,sample description sorry,70
11,4,925,sample description sorry,295
2,4,44,sample description sorry,362
6,3,888,sample description sorry,271
5,7,97,sample description sorry,227
5,6,200,sample description sorry,129
6,6,922,sample description sorry,19
8,2,31,sample description sorry,338
3,5,949,sample description sorry,471
6,3,864,sample description sorry,597
10,5,854,sample description sorry,273
2,1,373,sample description sorry,551
7,5,688,sample description sorry,240
8,6,134,sample description sorry,45
2,6,647,sample description sorry,641
11,7,954,sample description sorry,195
1,5,921,sample description sorry,111
6,3,490,sample description sorry,237
6,6,890,sample description sorry,140
2,3,698,sample description sorry,12
8,1,830,sample description sorry,482
3,2,356,sample description sorry,568
6,7,22,sample description sorry,435
4,3,760,sample description sorry,688
8,7,502,sample description sorry,525
11,6,629,sample description sorry,33
8,5,83,sample description sorry,418
3,3,906,sample description sorry,662
3,4,421,sample description sorry,221
9,5,121,sample description sorry,621
11,3,17,sample description sorry,623
9,5,554,sample description sorry,371
4,1,483,sample description sorry,312
7,3,786,sample description sorry,645
11,4,785,sample description sorry,175
2,5,42,sample description sorry,627
10,3,929,sample description sorry,517
10,7,938,sample description sorry,432
4,7,56,sample description sorry,222
3,7,629,sample description sorry,570
9,3,551,sample description sorry,114
5,4,699,sample description sorry,502
1,6,330,sample description sorry,24
1,2,21,sample description sorry,441
8,1,823,sample description sorry,169
7,3,790,sample description sorry,299
3,4,701,sample description sorry,148
6,4,311,sample description sorry,549
5,6,670,sample description sorry,30
3,2,455,sample description sorry,460
8,6,404,sample description sorry,604
10,2,736,sample description sorry,575
7,5,1009,sample description sorry,129
3,7,418,sample description sorry,628
6,6,91,sample description sorry,566
1,1,804,sample description sorry,3
11,7,923,sample description sorry,527
5,2,780,sample description sorry,452
6,7,852,sample description sorry,531
6,6,271,sample description sorry,484
6,5,866,sample description sorry,198
3,4,681,sample description sorry,104
4,5,93,sample description sorry,182
6,2,746,sample description sorry,404
11,3,242,sample description sorry,270
10,1,329,sample description sorry,243
2,6,453,sample description sorry,362
4,1,68,sample description sorry,367
6,7,177,sample description sorry,673
2,2,212,sample description sorry,628
3,5,426,sample description sorry,643
8,2,539,sample description sorry,194
2,1,196,sample description sorry,336
7,1,526,sample description sorry,492
8,5,56,sample description sorry,399
4,6,230,sample description sorry,447
6,5,913,sample description sorry,625
3,5,472,sample description sorry,627
11,2,24,sample description sorry,235
6,2,83,sample description sorry,287
8,4,58,sample description sorry,128
6,2,584,sample description sorry,200
6,6,347,sample description sorry,241
3,6,194,sample description sorry,677
2,3,764,sample description sorry,676
9,3,707,sample description sorry,53
9,2,623,sample description sorry,246
5,2,21,sample description sorry,256
10,3,710,sample description sorry,15
7,6,642,sample description sorry,166
1,4,55,sample description sorry,3
2,3,383,sample description sorry,481
1,6,377,sample description sorry,518
1,5,995,sample description sorry,252
3,7,715,sample description sorry,428
5,1,906,sample description sorry,264
2,3,41,sample description sorry,384
7,3,51,sample description sorry,459
4,1,364,sample description sorry,573
3,1,36,sample description sorry,701
1,7,799,sample description sorry,346
2,7,344,sample description sorry,505
3,2,167,sample description sorry,629
9,3,199,sample description sorry,672
10,7,364,sample description sorry,617
11,1,317,sample description sorry,542
6,7,438,sample description sorry,583
8,6,708,sample description sorry,593
11,2,171,sample description sorry,423
6,4,887,sample description sorry,375
9,7,758,sample description sorry,699
2,2,815,sample description sorry,512
3,7,946,sample description sorry,410
4,4,551,sample description sorry,637
7,6,235,sample description sorry,311
3,5,823,sample description sorry,417
10,4,231,sample description sorry,295
3,3,455,sample description sorry,670
7,4,671,sample description sorry,233
4,6,966,sample description sorry,618
1,1,489,sample description sorry,602
2,2,489,sample description sorry,392
1,4,1014,sample description sorry,566
3,5,102,sample description sorry,518
3,4,885,sample description sorry,661
5,5,75,sample description sorry,397
1,4,679,sample description sorry,594
10,7,214,sample description sorry,540
5,7,903,sample description sorry,313
5,7,239,sample description sorry,113
4,3,498,sample description sorry,551
9,2,668,sample description sorry,156
11,4,974,sample description sorry,457
8,4,692,sample description sorry,425
9,7,58,sample description sorry,64
8,5,329,sample description sorry,13
6,7,675,sample description sorry,624
6,3,551,sample description sorry,228
6,1,748,sample description sorry,558
5,5,17,sample description sorry,366
7,6,688,sample description sorry,583
5,2,954,sample description sorry,26
6,6,180,sample description sorry,622
5,6,629,sample description sorry,31
5,7,676,sample description sorry,356
7,5,110,sample description sorry,246
4,4,708,sample description sorry,34
8,5,813,sample description sorry,278
2,6,566,sample description sorry,342
11,4,172,sample description sorry,65
10,3,502,sample description sorry,347
3,7,733,sample description sorry,298
8,4,620,sample description sorry,565
5,5,283,sample description sorry,91
3,1,879,sample description sorry,633
10,2,340,sample description sorry,427
6,5,827,sample description sorry,171
3,3,115,sample description sorry,451
7,2,828,sample description sorry,524
3,7,100,sample description sorry,346
1,7,410,sample description sorry,119
6,3,101,sample description sorry,493
3,1,394,sample description sorry,663
7,6,453,sample description sorry,192
10,2,818,sample description sorry,145
1,6,539,sample description sorry,216
5,5,196,sample description sorry,17
10,3,889,sample description sorry,215
7,7,494,sample description sorry,221
3,7,649,sample description sorry,518
7,6,288,sample description sorry,49
4,2,722,sample description sorry,298
9,3,952,sample description sorry,385
11,3,438,sample description sorry,384
3,7,40,sample description sorry,422
1,2,772,sample description sorry,335
6,3,843,sample description sorry,408
10,3,695,sample description sorry,166
2,3,512,sample description sorry,263
8,7,897,sample description sorry,625
6,7,876,sample description sorry,374
5,7,67,sample description sorry,113
4,5,171,sample description sorry,263
10,2,84,sample description sorry,618
6,3,199,sample description sorry,625
1,2,790,sample description sorry,114
10,5,467,sample description sorry,502
3,1,691,sample description sorry,437
4,1,31,sample description sorry,355
5,2,900,sample description sorry,605
3,5,329,sample description sorry,53
5,4,962,sample description sorry,513
3,2,681,sample description sorry,340
8,2,24,sample description sorry,112
5,1,770,sample description sorry,110
4,5,170,sample description sorry,117
5,1,350,sample description sorry,265
9,4,359,sample description sorry,558
1,6,826,sample description sorry,331
2,4,661,sample description sorry,647
2,2,325,sample description sorry,121
2,6,218,sample description sorry,275
9,2,523,sample description sorry,9
10,1,589,sample description sorry,266
7,3,106,sample description sorry,362
11,7,669,sample description sorry,536
5,7,701,sample description sorry,47
5,4,255,sample description sorry,203
11,2,805,sample description sorry,336
4,3,277,sample description sorry,388
7,2,596,sample description sorry,415
9,2,669,sample description sorry,681
10,7,127,sample description sorry,351
10,5,351,sample description sorry,157
4,4,287,sample description sorry,666
2,2,672,sample description sorry,525
6,5,820,sample description sorry,686
6,2,936,sample description sorry,462
8,2,624,sample description sorry,143
4,3,159,sample description sorry,265
5,5,183,sample description sorry,616
9,3,279,sample description sorry,111
6,6,345,sample description sorry,546
7,4,339,sample description sorry,259
7,4,10,sample description sorry,420
11,2,111,sample description sorry,352
8,1,490,sample description sorry,458
3,7,277,sample description sorry,71
4,5,226,sample description sorry,297
9,5,533,sample description sorry,385
6,3,43,sample description sorry,306
1,6,261,sample description sorry,45
3,1,939,sample description sorry,59
10,6,898,sample description sorry,143
11,3,431,sample description sorry,426
2,1,673,sample description sorry,257
8,6,681,sample description sorry,19
4,5,275,sample description sorry,62
10,1,247,sample description sorry,331
2,2,782,sample description sorry,489
1,7,647,sample description sorry,7
2,3,256,sample description sorry,486
3,1,913,sample description sorry,271
4,5,27,sample description sorry,186
4,3,134,sample description sorry,666
2,1,157,sample description sorry,579
3,4,340,sample description sorry,613
1,4,563,sample description sorry,691
8,3,169,sample description sorry,583
7,3,476,sample description sorry,474
8,5,253,sample description sorry,330
7,4,174,sample description sorry,657
9,2,826,sample description sorry,119
10,4,667,sample description sorry,555
6,3,645,sample description sorry,622
4,4,777,sample description sorry,328
8,6,134,sample description sorry,6
9,7,657,sample description sorry,26
6,3,338,sample description sorry,332
11,7,911,sample description sorry,681
7,5,653,sample description sorry,414
1,6,742,sample description sorry,392
4,7,678,sample description sorry,3
8,4,819,sample description sorry,217
11,2,84,sample description sorry,94
7,4,1004,sample description sorry,433
7,4,505,sample description sorry,183
4,2,862,sample description sorry,270
9,7,508,sample description sorry,524
11,5,541,sample description sorry,286
7,7,719,sample description sorry,400
1,1,491,sample description sorry,10
3,5,548,sample description sorry,682
11,6,857,sample description sorry,120
1,6,102,sample description sorry,572
1,6,559,sample description sorry,515
5,5,698,sample description sorry,176
10,1,984,sample description sorry,264
11,5,226,sample description sorry,664
2,5,477,sample description sorry,262
11,3,328,sample description sorry,410
1,7,150,sample description sorry,61
6,7,892,sample description sorry,563
4,5,526,sample description sorry,318
9,5,657,sample description sorry,256
11,4,624,sample description sorry,149
2,2,938,sample description sorry,449
3,1,317,sample description sorry,391
9,3,159,sample description sorry,467
1,7,504,sample description sorry,603
10,1,549,sample description sorry,122
9,4,901,sample description sorry,671
7,7,249,sample description sorry,99
10,7,390,sample description sorry,617
10,6,240,sample description sorry,642
11,4,481,sample description sorry,320
11,4,479,sample description sorry,265
11,5,432,sample description sorry,419
9,6,670,sample description sorry,312
10,1,140,sample description sorry,301
2,7,286,sample description sorry,444
8,5,753,sample description sorry,415
3,1,389,sample description sorry,546
7,3,947,sample description sorry,108
10,1,595,sample description sorry,81
9,4,799,sample description sorry,166
2,3,474,sample description sorry,672
7,6,170,sample description sorry,70
5,6,863,sample description sorry,524
7,3,748,sample description sorry,546
11,4,786,sample description sorry,178
3,5,216,sample description sorry,549
4,3,574,sample description sorry,169
9,5,844,sample description sorry,395
7,6,880,sample description sorry,215
5,5,530,sample description sorry,448
2,6,471,sample description sorry,249
7,4,372,sample description sorry,297
9,4,354,sample description sorry,156
2,2,563,sample description sorry,443
7,2,677,sample description sorry,1
7,7,726,sample description sorry,40
3,2,790,sample description sorry,119
2,4,120,sample description sorry,545
11,5,283,sample description sorry,484
11,1,240,sample description sorry,292
6,7,101,sample description sorry,460
3,7,81,sample description sorry,684
11,7,164,sample description sorry,669
11,2,716,sample description sorry,23
8,4,761,sample description sorry,558
10,5,650,sample description sorry,188
6,5,434,sample description sorry,465
7,2,447,sample description sorry,561
10,6,668,sample description sorry,295
9,7,139,sample description sorry,343
7,7,808,sample description sorry,551
10,7,875,sample description sorry,443
3,1,975,sample description sorry,349
10,2,636,sample description sorry,42
8,4,735,sample description sorry,650
3,2,619,sample description sorry,539
3,3,1002,sample description sorry,629
6,2,552,sample description sorry,529
1,3,43,sample description sorry,168
3,7,610,sample description sorry,432
3,6,822,sample description sorry,664
9,5,868,sample description sorry,561
6,3,182,sample description sorry,177
2,2,218,sample description sorry,264
4,3,500,sample description sorry,286
2,1,769,sample description sorry,94
2,6,443,sample description sorry,695
4,1,875,sample description sorry,537
11,3,24,sample description sorry,559
1,3,326,sample description sorry,342
7,4,544,sample description sorry,417
8,2,579,sample description sorry,523
9,3,856,sample description sorry,298
10,5,102,sample description sorry,647
5,3,544,sample description sorry,655
9,3,408,sample description sorry,135
4,1,689,sample description sorry,39
3,4,365,sample description sorry,530
11,4,819,sample description sorry,31
5,7,910,sample description sorry,401
9,4,639,sample description sorry,649
9,5,881,sample description sorry,383
10,2,985,sample description sorry,264
1,1,12,sample description sorry,614
10,2,606,sample description sorry,489
3,5,190,sample description sorry,526
6,7,878,sample description sorry,133
10,6,317,sample description sorry,161
10,1,792,sample description sorry,540
2,5,651,sample description sorry,321
8,7,172,sample description sorry,698
1,1,1009,sample description sorry,250
10,6,207,sample description sorry,160
11,1,724,sample description sorry,506
4,7,188,sample description sorry,32
2,1,87,sample description sorry,318
11,4,210,sample description sorry,664
3,5,962,sample description sorry,544
5,3,362,sample description sorry,176
4,5,129,sample description sorry,366
5,6,671,sample description sorry,315
8,5,659,sample description sorry,385
7,3,905,sample description sorry,136
11,4,456,sample description sorry,622
4,3,214,sample description sorry,586
1,7,827,sample description sorry,40
11,7,388,sample description sorry,413
6,3,110,sample description sorry,426
2,3,718,sample description sorry,671
3,4,416,sample description sorry,608
4,4,791,sample description sorry,538
7,6,768,sample description sorry,19
7,3,308,sample description sorry,30
5,2,951,sample description sorry,593
3,5,469,sample description sorry,90
6,5,149,sample description sorry,49
11,6,504,sample description sorry,387
7,1,818,sample description sorry,678
10,4,278,sample description sorry,413
8,4,761,sample description sorry,4
8,5,317,sample description sorry,337
5,1,173,sample description sorry,572
2,3,246,sample description sorry,249
4,3,472,sample description sorry,599
9,5,712,sample description sorry,382
8,3,294,sample description sorry,432
9,4,557,sample description sorry,292
9,6,814,sample description sorry,353
8,6,816,sample description sorry,21
2,5,184,sample description sorry,257
4,6,1013,sample description sorry,523
1,7,943,sample description sorry,226
7,4,431,sample description sorry,327
8,3,458,sample description sorry,632
5,2,1010,sample description sorry,136
8,1,612,sample description sorry,344
1,1,587,sample description sorry,171
9,2,255,sample description sorry,437
8,2,622,sample description sorry,298
9,4,144,sample description sorry,416
1,7,205,sample description sorry,80
7,2,416,sample description sorry,347
8,5,626,sample description sorry,154
10,2,152,sample description sorry,260
9,6,403,sample description sorry,443
6,6,665,sample description sorry,51
3,2,473,sample description sorry,322
6,3,111,sample description sorry,166
8,4,214,sample description sorry,202
11,2,748,sample description sorry,127
11,7,341,sample description sorry,547
2,5,384,sample description sorry,635
6,6,345,sample description sorry,384
6,3,963,sample description sorry,409
1,1,566,sample description sorry,398
7,7,742,sample description sorry,354
3,2,920,sample description sorry,550
2,7,754,sample description sorry,103
2,1,651,sample description sorry,484
6,6,701,sample description sorry,132
11,1,695,sample description sorry,557
2,6,16,sample description sorry,392
2,7,868,sample description sorry,489
1,2,192,sample description sorry,4
9,1,318,sample description sorry,488
3,5,564,sample description sorry,430
1,3,216,sample description sorry,227
4,2,103,sample description sorry,687
5,6,51,sample description sorry,426
4,2,338,sample description sorry,667
9,3,515,sample description sorry,662
10,6,161,sample description sorry,568
11,1,957,sample description sorry,2
3,4,403,sample description sorry,632
5,7,148,sample description sorry,266
5,5,159,sample description sorry,16
6,5,140,sample description sorry,688
9,1,618,sample description sorry,95
2,3,774,sample description sorry,541
10,2,753,sample description sorry,117
10,2,707,sample description sorry,270
5,2,692,sample description sorry,23
9,3,518,sample description sorry,622
5,4,336,sample description sorry,321
8,5,768,sample description sorry,439
8,6,477,sample description sorry,295
4,5,458,sample description sorry,461
5,5,526,sample description sorry,591
1,1,539,sample description sorry,663
3,3,384,sample description sorry,485
6,7,884,sample description sorry,102
6,3,838,sample description sorry,127
3,7,821,sample description sorry,555
4,6,439,sample description sorry,326
5,2,861,sample description sorry,162
11,4,672,sample description sorry,479
11,1,1013,sample description sorry,280
11,6,523,sample description sorry,602
6,1,434,sample description sorry,549
1,5,191,sample description sorry,676
5,5,439,sample description sorry,373
9,6,412,sample description sorry,366
10,5,664,sample description sorry,459
6,2,356,sample description sorry,600
11,6,874,sample description sorry,502
10,5,138,sample description sorry,190
2,1,434,sample description sorry,271
1,2,676,sample description sorry,246
11,4,715,sample description sorry,490
4,1,183,sample description sorry,503
1,1,179,sample description sorry,56
1,4,262,sample description sorry,132
11,5,713,sample description sorry,53
8,5,841,sample description sorry,129
7,2,58,sample description sorry,503
2,7,705,sample description sorry,62
9,2,140,sample description sorry,341
6,4,822,sample description sorry,699
7,6,64,sample description sorry,325
4,2,719,sample description sorry,281
1,7,532,sample description sorry,200
8,2,33,sample description sorry,302
7,7,844,sample description sorry,235
2,7,808,sample description sorry,281
11,3,803,sample description sorry,344
1,6,460,sample description sorry,205
10,2,159,sample description sorry,604
3,3,170,sample description sorry,20
10,5,964,sample description sorry,470
11,4,259,sample description sorry,522
8,6,51,sample description sorry,685
4,3,994,sample description sorry,199
2,1,19,sample description sorry,25
9,5,174,sample description sorry,652
9,7,37,sample description sorry,355
6,4,402,sample description sorry,176
10,2,449,sample description sorry,627
7,5,165,sample description sorry,697
10,2,34,sample description sorry,660
7,7,427,sample description sorry,563
2,4,1001,sample description sorry,170
3,1,900,sample description sorry,607
4,7,858,sample description sorry,96
7,6,143,sample description sorry,280
6,3,415,sample description sorry,22
7,5,957,sample description sorry,115
3,1,925,sample description sorry,452
2,1,823,sample description sorry,532
1,2,841,sample description sorry,113
10,3,604,sample description sorry,530
8,6,671,sample description sorry,405
4,2,687,sample description sorry,502
4,4,910,sample description sorry,436
5,1,401,sample description sorry,233
9,6,733,sample description sorry,235
5,2,248,sample description sorry,586
10,2,485,sample description sorry,450
5,2,552,sample description sorry,442
4,7,260,sample description sorry,220
11,2,947,sample description sorry,94
7,2,188,sample description sorry,388
4,5,50,sample description sorry,569
11,4,223,sample description sorry,385
5,4,51,sample description sorry,312
1,3,210,sample description sorry,234
1,5,658,sample description sorry,399
7,6,970,sample description sorry,479
5,4,197,sample description sorry,161
11,1,807,sample description sorry,247
5,7,606,sample description sorry,601
3,3,819,sample description sorry,444
11,6,688,sample description sorry,227
7,4,303,sample description sorry,685
4,2,327,sample description sorry,588
5,6,169,sample description sorry,257
3,6,145,sample description sorry,434
9,6,691,sample description sorry,147
1,5,242,sample description sorry,203
7,4,1001,sample description sorry,462
8,7,350,sample description sorry,51
7,6,513,sample description sorry,344
8,3,852,sample description sorry,205
3,6,890,sample description sorry,629
10,7,829,sample description sorry,403
10,1,641,sample description sorry,595
8,1,589,sample description sorry,272
8,3,714,sample description sorry,147
3,7,824,sample description sorry,473
2,1,644,sample description sorry,442
3,6,213,sample description sorry,75
3,4,718,sample description sorry,580
5,5,797,sample description sorry,472
4,6,680,sample description sorry,643
8,3,709,sample description sorry,638
3,7,834,sample description sorry,31
7,7,277,sample description sorry,488
8,5,401,sample description sorry,644
11,2,1000,sample description sorry,649
3,1,779,sample description sorry,53
8,4,894,sample description sorry,171
5,5,434,sample description sorry,128
5,3,977,sample description sorry,111
4,5,163,sample description sorry,201
11,1,590,sample description sorry,481
7,7,928,sample description sorry,309
2,4,264,sample description sorry,611
4,5,188,sample description sorry,23
7,1,980,sample description sorry,648
10,2,126,sample description sorry,359
3,6,239,sample description sorry,350
9,4,689,sample description sorry,191
5,7,279,sample description sorry,574
3,2,326,sample description sorry,534
2,4,427,sample description sorry,381
8,3,577,sample description sorry,36
7,7,208,sample description sorry,548
7,7,809,sample description sorry,249
2,2,745,sample description sorry,20
9,4,838,sample description sorry,343
6,1,227,sample description sorry,193
5,7,77,sample description sorry,259
6,4,236,sample description sorry,356
7,5,986,sample description sorry,427
1,5,160,sample description sorry,299
5,6,268,sample description sorry,367
8,6,414,sample description sorry,33
8,5,263,sample description sorry,253
8,3,222,sample description sorry,486
2,1,592,sample description sorry,490
3,4,321,sample description sorry,63
2,6,877,sample description sorry,506
9,4,490,sample description sorry,575
10,3,734,sample description sorry,143
4,2,445,sample description sorry,603
3,2,2,sample description sorry,400
4,2,551,sample description sorry,73
1,3,927,sample description sorry,561
8,6,904,sample description sorry,260
2,3,562,sample description sorry,109
11,3,666,sample description sorry,257
8,7,780,sample description sorry,699
10,7,897,sample description sorry,14
4,2,1005,sample description sorry,321
7,5,836,sample description sorry,150
9,2,638,sample description sorry,93
1,6,819,sample description sorry,212
2,7,770,sample description sorry,477
7,6,109,sample description sorry,530
9,6,991,sample description sorry,685
5,5,306,sample description sorry,56
7,7,363,sample description sorry,664
7,5,499,sample description sorry,253
8,3,253,sample description sorry,1
7,4,689,sample description sorry,412
3,3,975,sample description sorry,70
5,4,763,sample description sorry,518
6,1,113,sample description sorry,668
4,2,522,sample description sorry,423
9,5,980,sample description sorry,306
5,4,975,sample description sorry,684
8,4,830,sample description sorry,498
9,3,950,sample description sorry,242
9,4,450,sample description sorry,40
8,4,852,sample description sorry,439
4,6,219,sample description sorry,250
4,3,445,sample description sorry,182
9,6,675,sample description sorry,288
8,4,835,sample description sorry,695
7,4,457,sample description sorry,279
11,2,304,sample description sorry,358
2,7,390,sample description sorry,628
3,4,635,sample description sorry,281
10,2,75,sample description sorry,364
11,7,687,sample description sorry,212
6,5,543,sample description sorry,380
11,6,840,sample description sorry,219
7,3,863,sample description sorry,611
2,4,951,sample description sorry,573
4,7,101,sample description sorry,159
9,4,732,sample description sorry,226
5,1,953,sample description sorry,603
6,1,706,sample description sorry,527
11,1,202,sample description sorry,689
7,4,835,sample description sorry,176
2,4,123,sample description sorry,429
4,4,509,sample description sorry,582
9,4,232,sample description sorry,581
9,6,237,sample description sorry,329
1,3,68,sample description sorry,438
6,2,208,sample description sorry,181
10,6,299,sample description sorry,292
10,2,46,sample description sorry,292
1,4,440,sample description sorry,447
11,2,576,sample description sorry,393
4,1,798,sample description sorry,483
1,1,541,sample description sorry,465
5,5,963,sample description sorry,630
1,3,1006,sample description sorry,585
5,4,372,sample description sorry,218
5,1,905,sample description sorry,430
2,4,974,sample description sorry,149
4,7,584,sample description sorry,258
10,7,618,sample description sorry,63
6,6,352,sample description sorry,624
8,3,547,sample description sorry,299
4,5,498,sample description sorry,558
9,3,600,sample description sorry,39
8,5,569,sample description sorry,329
7,5,822,sample description sorry,162
8,6,603,sample description sorry,193
4,7,552,sample description sorry,458
8,2,280,sample description sorry,288
4,3,617,sample description sorry,24
9,4,64,sample description sorry,673
10,5,350,sample description sorry,486
5,1,428,sample description sorry,240
1,7,26,sample description sorry,617
10,5,123,sample description sorry,595
4,1,803,sample description sorry,161
8,7,102,sample description sorry,474
7,3,877,sample description sorry,464
3,7,880,sample description sorry,637
11,7,169,sample description sorry,387
7,3,888,sample description sorry,290
10,5,271,sample description sorry,102
10,2,185,sample description sorry,131
3,7,886,sample description sorry,106
10,7,304,sample description sorry,427
11,6,950,sample description sorry,435
6,3,290,sample description sorry,85
8,3,75,sample description sorry,599
3,4,575,sample description sorry,407
3,5,811,sample description sorry,525
1,6,327,sample description sorry,125
4,7,992,sample description sorry,320
5,2,927,sample description sorry,105
9,4,21,sample description sorry,619
8,3,275,sample description sorry,672
11,6,462,sample description sorry,575
6,3,893,sample description sorry,14
8,5,561,sample description sorry,467
2,6,719,sample description sorry,424
11,5,309,sample description sorry,262
1,6,386,sample description sorry,169
11,6,338,sample description sorry,96
1,3,83,sample description sorry,333
3,5,228,sample description sorry,501
5,3,468,sample description sorry,389
5,7,255,sample description sorry,208
3,7,903,sample description sorry,598
6,2,424,sample description sorry,574
2,4,919,sample description sorry,281
7,7,24,sample description sorry,630
1,6,547,sample description sorry,371
2,7,623,sample description sorry,395
3,5,295,sample description sorry,499
3,1,311,sample description sorry,18
6,6,683,sample description sorry,251
10,5,555,sample description sorry,450
1,7,841,sample description sorry,552
1,7,396,sample description sorry,590
6,5,462,sample description sorry,142
9,3,186,sample description sorry,496
8,5,273,sample description sorry,253
6,6,1004,sample description sorry,600
8,4,977,sample description sorry,146
7,7,381,sample description sorry,597
6,5,108,sample description sorry,646
4,2,257,sample description sorry,278
3,3,95,sample description sorry,215
2,3,577,sample description sorry,602
10,4,590,sample description sorry,546
5,7,341,sample description sorry,73
9,5,883,sample description sorry,691
5,6,758,sample description sorry,229
11,3,859,sample description sorry,569
5,2,69,sample description sorry,461
3,5,536,sample description sorry,554
7,6,950,sample description sorry,555
2,6,748,sample description sorry,678
2,5,777,sample description sorry,542
5,7,816,sample description sorry,587
8,6,73,sample description sorry,370
7,5,63,sample description sorry,301
7,5,880,sample description sorry,212
9,1,375,sample description sorry,453
10,6,339,sample description sorry,594
7,1,65,sample description sorry,683
7,7,55,sample description sorry,365
6,6,121,sample description sorry,393
3,7,1011,sample description sorry,299
11,4,903,sample description sorry,143
9,3,44,sample description sorry,324
6,3,321,sample description sorry,347
4,7,471,sample description sorry,590
8,1,358,sample description sorry,605
2,3,881,sample description sorry,103
3,4,65,sample description sorry,496
11,7,489,sample description sorry,3
3,5,562,sample description sorry,442
3,4,186,sample description sorry,262
7,6,644,sample description sorry,210
4,5,564,sample description sorry,116
5,1,665,sample description sorry,166
8,2,286,sample description sorry,258
2,4,566,sample description sorry,178
5,5,635,sample description sorry,546
5,6,538,sample description sorry,408
5,6,815,sample description sorry,332
11,4,24,sample description sorry,462
7,4,992,sample description sorry,229
1,4,966,sample description sorry,589
9,7,617,sample description sorry,169
11,5,69,sample description sorry,214
1,2,261,sample description sorry,62
7,3,402,sample description sorry,401
2,4,79,sample description sorry,37
3,7,388,sample description sorry,30
6,4,520,sample description sorry,274
2,4,231,sample description sorry,590
10,4,117,sample description sorry,250
5,4,363,sample description sorry,8
2,6,166,sample description sorry,194
7,5,862,sample description sorry,31
3,3,441,sample description sorry,635
7,3,577,sample description sorry,698
6,2,485,sample description sorry,392
3,2,305,sample description sorry,403
11,2,574,sample description sorry,238
2,7,630,sample description sorry,643
9,7,301,sample description sorry,8
4,2,265,sample description sorry,549
1,1,533,sample description sorry,342
9,7,828,sample description sorry,75
6,3,203,sample description sorry,422
9,2,311,sample description sorry,31
2,5,137,sample description sorry,264
6,2,265,sample description sorry,339
4,1,826,sample description sorry,596
5,3,417,sample description sorry,257
7,6,704,sample description sorry,292
2,3,610,sample description sorry,181
1,3,58,sample description sorry,287
10,5,172,sample description sorry,70
4,2,547,sample description sorry,286
10,7,228,sample description sorry,454
5,5,325,sample description sorry,111
1,5,444,sample description sorry,601
